OrderID,CustomerID,OrderDate,ShippedDate
2283,PP29,2020-09-30,2020-10-13
2284,UT67,2020-10-01,2020-11-12
2285,WN29,2020-08-19,2020-10-17
2286,US00,2020-09-01,2020-11-03
2287,YE34,2020-10-04,2020-10-27
2288,ZL80,2020-09-23,2020-11-02
2289,SR53,2020-09-05,2020-10-29
2290,RS35,2020-09-28,2020-11-04
2291,KF19,2020-10-06,2020-11-03
2292,QX09,2020-10-06,2020-10-17
2293,SU24,2020-09-28,2020-11-05
2294,HZ96,2020-10-02,2020-11-04
2295,RM68,2020-10-06,2020-10-23
2296,OD06,2020-10-01,2020-10-15
2297,AG79,2020-09-19,2020-10-17
2298,JJ14,2020-10-05,2020-10-15
2299,QC03,2020-09-23,2020-10-13
2300,LY70,2020-08-29,2020-11-09
2301,ZG90,2020-08-17,2020-10-26
2302,IT05,2020-09-07,2020-10-21
2303,WH06,2020-10-04,2020-10-13
2304,CA91,2020-08-21,2020-10-20
2305,SF04,2020-08-26,2020-10-21
2306,KZ20,2020-10-04,2020-10-28
2307,YD23,2020-10-07,2020-10-27
2308,RC16,2020-10-06,2020-10-16
2309,LJ43,2020-08-20,2020-11-08
2310,HB54,2020-08-14,2020-11-06
2311,KZ91,2020-08-24,2020-11-02
2312,EH14,2020-08-18,2020-11-12
2313,EA88,2020-10-09,2020-11-04
2314,GX48,2020-08-24,2020-10-30
2315,DH38,2020-09-20,2020-10-16
2316,LH18,2020-09-03,2020-10-17
2317,OH00,2020-10-06,2020-10-31
2318,LK78,2020-10-11,2020-10-29
2319,RV91,2020-08-23,2020-10-24
2320,HZ70,2020-09-03,2020-10-23
2321,PO73,2020-10-11,2020-11-05
2322,TQ51,2020-09-18,2020-11-06
2323,JK07,2020-09-11,2020-10-28
2324,VN96,2020-10-13,2020-10-29
2325,LD32,2020-10-13,2020-10-20
2326,WF86,2020-08-21,2020-11-09
2327,GF02,2020-09-10,2020-10-29
2328,MU27,2020-09-28,2020-10-17
2329,CR91,2020-08-14,2020-10-27
2330,KJ47,2020-09-16,2020-11-08
2331,GE98,2020-09-12,2020-11-04
2332,YU49,2020-08-24,2020-11-08
2333,IN62,2020-08-16,2020-11-01
2334,BJ30,2020-09-16,2020-11-02
2335,KP91,2020-09-03,2020-10-23
2336,NF74,2020-08-26,2020-11-05
2337,AO38,2020-09-14,2020-11-05
2338,RE42,2020-10-07,2020-10-14
2339,KT27,2020-09-05,2020-10-29
2340,OJ97,2020-09-08,2020-10-30
2341,BO24,2020-10-07,2020-10-21
2342,MJ50,2020-10-06,2020-10-19
2343,UJ14,2020-09-18,2020-10-25
2344,CT69,2020-10-09,2020-10-13
2345,OG33,2020-09-19,2020-11-07
2346,AT85,2020-08-30,2020-10-21
2347,QN67,2020-09-26,2020-11-05
2348,AI62,2020-08-25,2020-10-20
2349,ZI99,2020-10-13,2020-10-14
2350,XU38,2020-09-11,2020-11-06
2351,VA56,2020-08-28,2020-11-08
2352,FA02,2020-08-21,2020-11-06
2353,SH57,2020-10-07,2020-10-29
2354,JV18,2020-08-16,2020-11-12
2355,MR73,2020-09-03,2020-10-17
2356,VV41,2020-10-03,2020-10-19
2357,CN83,2020-09-05,2020-10-28
2358,UA88,2020-09-06,2020-10-24
2359,AZ43,2020-08-20,2020-10-26
2360,LK82,2020-08-16,2020-10-20
2361,OR30,2020-10-09,2020-10-24
2362,GA45,2020-09-14,2020-11-08
2363,BV75,2020-09-09,2020-10-18
2364,QU60,2020-10-10,2020-11-06
2365,OD73,2020-08-23,2020-11-05
2366,DO97,2020-09-21,2020-10-29
2367,JT55,2020-10-11,2020-10-15
2368,QZ38,2020-08-23,2020-10-31
2369,SJ49,2020-08-30,2020-11-03
2370,OW64,2020-09-10,2020-10-21
2371,PI42,2020-08-30,2020-11-06
2372,PP64,2020-09-06,2020-11-08
2373,KF42,2020-10-13,2020-11-05
2374,PI03,2020-08-25,2020-10-18
2375,YW86,2020-09-18,2020-11-09
2376,AX12,2020-09-05,2020-10-13
2377,KV13,2020-08-18,2020-10-20
2378,KN53,2020-09-17,2020-11-04
2379,OG68,2020-09-09,2020-10-15
2380,GI29,2020-08-26,2020-10-19
2381,BC12,2020-09-30,2020-10-28
2382,VI68,2020-09-05,2020-11-07
2383,WZ22,2020-09-14,2020-10-23
2384,MS37,2020-09-04,2020-10-26
2385,ZE29,2020-08-30,2020-11-11
2386,OZ32,2020-08-22,2020-10-21
2387,YL99,2020-08-18,2020-11-08
2388,NR46,2020-09-27,2020-10-19
2389,PW90,2020-08-18,2020-10-18
2390,DQ58,2020-09-06,2020-11-01
2391,WP58,2020-10-08,2020-10-14
2392,HW15,2020-09-22,2020-11-05
2393,HT60,2020-08-20,2020-11-02
2394,XW09,2020-08-21,2020-10-21
2395,IY04,2020-09-14,2020-10-26
2396,TA74,2020-08-20,2020-11-03
2397,GU24,2020-09-29,2020-11-10
2398,OM14,2020-09-25,2020-10-19
2399,IW31,2020-08-25,2020-10-31
2400,UN54,2020-08-22,2020-10-22
2401,KM09,2020-09-14,2020-11-10
2402,GT74,2020-10-11,2020-10-29
2403,LH40,2020-08-20,2020-10-18
2404,OC52,2020-09-03,2020-10-25
2405,DG25,2020-09-24,2020-10-31
2406,QD57,2020-10-03,2020-10-31
2407,UA48,2020-08-22,2020-11-12
2408,LO20,2020-09-21,2020-10-13
2409,ZA93,2020-09-08,2020-11-07
2410,YL56,2020-10-09,2020-10-18
2411,LY71,2020-09-08,2020-10-21
2412,ST71,2020-10-04,2020-11-07
2413,WQ78,2020-09-05,2020-10-26
2414,OL60,2020-10-05,2020-11-11
2415,PK10,2020-09-04,2020-11-09
2416,EI79,2020-09-04,2020-11-08
2417,VJ33,2020-09-01,2020-10-16
2418,CI27,2020-08-25,2020-10-22
2419,ZO03,2020-10-09,2020-10-29
2420,IA56,2020-10-09,2020-10-18
2421,SZ01,2020-10-06,2020-10-15
2422,OB85,2020-09-02,2020-10-25
2423,LQ34,2020-09-21,2020-11-11
2424,QN96,2020-08-26,2020-10-15
2425,PT46,2020-09-07,2020-10-13
2426,CW27,2020-09-20,2020-10-13
2427,ZF87,2020-08-15,2020-11-05
2428,FN67,2020-09-10,2020-10-21
2429,CF16,2020-09-16,2020-11-04
2430,CL69,2020-08-28,2020-11-07
2431,IG87,2020-08-24,2020-10-17
2432,EF70,2020-09-11,2020-10-31
2433,SU64,2020-09-03,2020-11-10
2434,AM57,2020-08-18,2020-11-06
2435,FM10,2020-10-08,2020-10-30
2436,WY65,2020-08-24,2020-11-10
2437,CU94,2020-09-26,2020-10-15
2438,IG12,2020-09-17,2020-11-10
2439,GQ15,2020-10-13,2020-11-12
2440,XY81,2020-08-19,2020-11-02
2441,HG59,2020-09-23,2020-10-27
2442,WX57,2020-10-12,2020-10-21
2443,ML08,2020-08-18,2020-11-03
2444,AP06,2020-09-19,2020-10-27
2445,OK58,2020-10-07,2020-11-01
2446,RB13,2020-08-20,2020-10-16
2447,AW90,2020-08-30,2020-10-16
2448,GT02,2020-10-11,2020-10-29
2449,LB50,2020-08-17,2020-11-05
2450,HA12,2020-08-25,2020-10-21
2451,WQ25,2020-09-03,2020-10-21
2452,UT62,2020-08-30,2020-11-05
2453,HP20,2020-09-15,2020-11-06
2454,EW00,2020-09-25,2020-10-17
2455,RO25,2020-10-10,2020-10-18
2456,XI32,2020-09-08,2020-10-29
2457,FL66,2020-09-13,2020-10-26
2458,AG38,2020-10-12,2020-11-12
2459,AY82,2020-08-27,2020-11-07
2460,PI49,2020-10-03,2020-11-08
2461,OU09,2020-08-16,2020-11-12
2462,IJ43,2020-08-18,2020-10-28
2463,LM69,2020-09-12,2020-10-23
2464,WG38,2020-10-10,2020-10-21
2465,KF15,2020-09-09,2020-10-29
2466,ES85,2020-10-02,2020-11-01
2467,UX08,2020-09-05,2020-10-21
2468,AA82,2020-10-01,2020-10-23
2469,HW21,2020-09-23,2020-10-25
2470,EQ10,2020-08-16,2020-10-25
2471,LA26,2020-10-11,2020-10-18
2472,RF01,2020-10-05,2020-10-25
2473,SZ21,2020-09-24,2020-11-08
2474,RX41,2020-09-06,2020-10-31
2475,FD71,2020-09-19,2020-10-23
2476,QI69,2020-10-02,2020-10-14
2477,AJ16,2020-09-08,2020-11-10
2478,MM28,2020-09-23,2020-11-09
2479,BW55,2020-08-22,2020-10-26
2480,XW33,2020-08-27,2020-10-22
2481,LZ36,2020-10-05,2020-11-07
2482,TM88,2020-09-20,2020-10-19
2483,LL95,2020-09-29,2020-11-11
2484,ME48,2020-09-03,2020-11-09
2485,TA83,2020-09-08,2020-10-16
2486,SU59,2020-08-25,2020-10-18
2487,SA73,2020-09-13,2020-11-09
2488,ZI01,2020-08-26,2020-10-18
2489,DX06,2020-09-26,2020-10-22
2490,MY27,2020-08-22,2020-11-05
2491,RG29,2020-09-17,2020-10-15
2492,EB95,2020-09-25,2020-11-06
2493,LK44,2020-09-09,2020-10-31
2494,CI08,2020-09-30,2020-10-18
2495,UU06,2020-10-03,2020-10-25
2496,UJ90,2020-10-12,2020-10-22
2497,PF65,2020-09-06,2020-10-27
2498,MT54,2020-08-17,2020-10-19
2499,KP47,2020-09-18,2020-11-01
2500,NZ91,2020-10-03,2020-10-15
2501,PB14,2020-10-02,2020-10-22
2502,PV44,2020-08-26,2020-10-21
2503,GC04,2020-09-17,2020-11-02
2504,HN48,2020-08-25,2020-10-13
2505,BT37,2020-08-17,2020-11-10
2506,QK55,2020-10-07,2020-11-12
2507,QG78,2020-08-23,2020-11-06
2508,LP23,2020-10-12,2020-11-08
2509,IN38,2020-08-22,2020-10-28
2510,WU17,2020-09-19,2020-10-22
2511,PM44,2020-10-02,2020-11-08
2512,GS02,2020-09-27,2020-11-07
2513,ZL98,2020-09-03,2020-11-01
2514,BM69,2020-09-06,2020-10-25
2515,YP72,2020-08-26,2020-10-15
2516,DO17,2020-08-16,2020-10-14
2517,FG52,2020-09-26,2020-10-24
2518,DJ01,2020-09-16,2020-10-16
2519,GX94,2020-08-17,2020-11-04
2520,KN56,2020-09-29,2020-10-24
2521,HX40,2020-09-06,2020-11-06
2522,DI67,2020-09-12,2020-11-09
2523,IW72,2020-09-20,2020-10-21
2524,DH72,2020-09-12,2020-10-21
2525,WX40,2020-08-26,2020-10-28
2526,KV38,2020-10-08,2020-11-12
2527,QI05,2020-08-25,2020-10-21
2528,YD58,2020-09-17,2020-11-09
2529,FH27,2020-09-29,2020-11-03
2530,RI88,2020-09-01,2020-10-19
2531,GR98,2020-08-27,2020-10-15
2532,XG29,2020-09-16,2020-10-18
2533,BE54,2020-09-10,2020-10-15
2534,QF16,2020-08-16,2020-10-16
2535,OO35,2020-09-15,2020-10-24
2536,XC00,2020-10-09,2020-10-17
2537,LF86,2020-10-11,2020-10-16
2538,IP27,2020-09-05,2020-11-12
2539,YU50,2020-09-22,2020-11-01
2540,WI90,2020-08-16,2020-10-14
2541,LY05,2020-08-19,2020-11-01
2542,HN32,2020-09-19,2020-11-02
2543,KR17,2020-09-30,2020-10-18
2544,HX47,2020-09-17,2020-10-19
2545,MI21,2020-09-26,2020-10-17
2546,JN75,2020-08-22,2020-10-25
2547,XS07,2020-09-21,2020-10-13
2548,IL89,2020-10-04,2020-10-28
2549,LI60,2020-08-17,2020-10-16
2550,VH07,2020-10-11,2020-10-17
2551,FF40,2020-09-21,2020-11-06
2552,AI99,2020-08-27,2020-10-30
2553,UL53,2020-08-15,2020-10-18
2554,CC48,2020-09-25,2020-11-01
2555,KT70,2020-09-27,2020-11-06
2556,LC14,2020-08-22,2020-10-14
2557,NS20,2020-08-25,2020-11-08
2558,ZE77,2020-08-19,2020-10-29
2559,BF02,2020-09-09,2020-11-07
2560,BF60,2020-08-31,2020-10-15
2561,BQ44,2020-10-12,2020-10-23
2562,LQ00,2020-10-10,2020-10-13
2563,FF52,2020-08-23,2020-10-22
2564,KC64,2020-08-17,2020-11-05
2565,SS46,2020-09-26,2020-10-20
2566,TF12,2020-09-28,2020-11-09
2567,JK78,2020-08-15,2020-10-17
2568,XP05,2020-10-10,2020-10-24
2569,CM92,2020-09-09,2020-10-24
2570,PM69,2020-08-22,2020-11-10
2571,PG96,2020-09-14,2020-10-13
2572,DP99,2020-10-05,2020-11-11
2573,OS89,2020-09-06,2020-11-07
2574,AB17,2020-08-28,2020-10-31
2575,WD82,2020-09-16,2020-10-31
2576,OP38,2020-09-21,2020-10-24
2577,WY26,2020-09-21,2020-11-10
2578,AX08,2020-09-09,2020-11-06
2579,YN43,2020-09-16,2020-11-12
2580,RN47,2020-08-18,2020-10-30
2581,NW73,2020-10-06,2020-11-03
2582,MR66,2020-09-30,2020-11-07
2583,FQ29,2020-09-23,2020-11-10
2584,JC66,2020-10-01,2020-10-16
2585,LY53,2020-09-09,2020-10-18
2586,SL10,2020-09-22,2020-10-15
2587,HX93,2020-09-07,2020-11-08
2588,JL50,2020-08-20,2020-10-25
2589,EE09,2020-09-22,2020-10-15
2590,UE41,2020-09-26,2020-10-16
2591,JY68,2020-10-10,2020-11-05
2592,CB67,2020-09-22,2020-11-08
2593,TQ84,2020-09-17,2020-10-26
2594,VQ09,2020-09-11,2020-11-08
2595,GA38,2020-08-29,2020-10-31
2596,VN63,2020-09-20,2020-11-01
2597,FN50,2020-09-24,2020-10-14
2598,FE86,2020-09-29,2020-10-31
2599,JR67,2020-08-21,2020-10-14
2600,IA26,2020-08-30,2020-10-29
2601,KL69,2020-09-22,2020-11-10
2602,CP32,2020-09-22,2020-10-13
2603,ZG73,2020-09-06,2020-10-19
2604,QD68,2020-10-06,2020-11-04
2605,BP31,2020-09-23,2020-11-09
2606,WQ68,2020-08-14,2020-11-05
2607,JQ78,2020-08-26,2020-10-16
2608,XF63,2020-10-04,2020-11-12
2609,FB75,2020-08-27,2020-11-10
2610,IA45,2020-08-24,2020-10-30
2611,AC15,2020-09-28,2020-11-10
2612,LS72,2020-10-11,2020-10-24
2613,HZ94,2020-09-18,2020-10-29
2614,TV41,2020-10-02,2020-10-14
2615,CG11,2020-08-29,2020-10-15
2616,KD77,2020-09-19,2020-10-29
2617,RQ21,2020-08-24,2020-11-02
2618,AY70,2020-09-14,2020-11-07
2619,QB94,2020-10-08,2020-11-10
2620,IA06,2020-09-25,2020-11-12
2621,WO04,2020-10-07,2020-10-14
2622,JB94,2020-08-16,2020-10-29
2623,ET15,2020-09-15,2020-10-27
2624,RT06,2020-09-13,2020-10-26
2625,XB16,2020-08-25,2020-10-22
2626,IX16,2020-09-20,2020-10-14
2627,VV25,2020-09-08,2020-10-13
2628,XJ73,2020-09-04,2020-10-28
2629,BU23,2020-08-24,2020-10-29
2630,RY42,2020-10-07,2020-10-20
2631,SZ32,2020-09-20,2020-10-15
2632,CL43,2020-09-19,2020-10-30
2633,CH70,2020-08-21,2020-10-21
2634,VT37,2020-08-21,2020-10-25
2635,QU83,2020-10-11,2020-10-16
2636,MW92,2020-08-17,2020-10-25
2637,OC63,2020-08-19,2020-10-21
2638,UH21,2020-10-12,2020-11-03
2639,CN22,2020-08-14,2020-11-07
2640,KR09,2020-09-17,2020-10-18
2641,TA97,2020-10-01,2020-10-17
2642,EM37,2020-09-20,2020-10-14
2643,BF59,2020-10-13,2020-10-15
2644,AZ10,2020-09-13,2020-11-06
2645,LZ29,2020-09-18,2020-10-17
2646,LJ45,2020-10-10,2020-10-20
2647,IA57,2020-09-07,2020-10-28
2648,JH29,2020-08-14,2020-10-26
2649,JA62,2020-09-08,2020-10-30
2650,LA37,2020-09-20,2020-10-28
2651,ZQ21,2020-09-05,2020-11-12
2652,LP25,2020-08-30,2020-11-04
2653,QZ89,2020-09-06,2020-10-16
2654,UQ68,2020-10-08,2020-11-11
2655,TP59,2020-09-17,2020-10-18
2656,GQ87,2020-08-14,2020-10-23
2657,TF86,2020-09-02,2020-11-10
2658,QQ77,2020-08-15,2020-10-29
2659,CN12,2020-09-05,2020-10-18
2660,DG39,2020-10-02,2020-11-02
2661,UW05,2020-09-15,2020-10-27
2662,CY58,2020-08-18,2020-10-24
2663,XK29,2020-08-24,2020-10-13
2664,WI86,2020-08-29,2020-11-07
2665,BG82,2020-09-10,2020-10-30
2666,OW94,2020-08-24,2020-10-19
2667,NP68,2020-09-12,2020-10-14
2668,LH66,2020-10-07,2020-10-17
2669,BJ81,2020-09-04,2020-10-13
2670,FC36,2020-09-04,2020-10-18
2671,ZC54,2020-10-02,2020-10-30
2672,LL57,2020-10-04,2020-10-31
2673,EO83,2020-08-29,2020-11-09
2674,BR87,2020-09-03,2020-10-19
2675,GE34,2020-10-08,2020-11-04
2676,ZL00,2020-08-20,2020-10-13
2677,VB24,2020-09-27,2020-10-24
2678,IM01,2020-09-01,2020-10-26
2679,IS05,2020-09-23,2020-10-24
2680,JI04,2020-09-10,2020-10-31
2681,OG76,2020-08-20,2020-11-09
2682,YP47,2020-10-03,2020-11-02
2683,GN35,2020-10-13,2020-10-22
2684,RW32,2020-09-03,2020-10-26
2685,NY25,2020-09-30,2020-10-29
2686,NF11,2020-09-10,2020-10-20
2687,TD25,2020-10-07,2020-11-07
2688,PN37,2020-10-05,2020-11-08
2689,AZ56,2020-08-30,2020-10-26
2690,FR49,2020-09-25,2020-11-02
2691,LP34,2020-08-24,2020-10-23
2692,FC99,2020-10-02,2020-10-26
2693,DN75,2020-09-29,2020-10-22
2694,KI82,2020-09-19,2020-11-01
2695,ZE52,2020-09-29,2020-11-12
2696,WK55,2020-09-13,2020-10-28
2697,LY90,2020-08-14,2020-10-27
2698,ZJ34,2020-09-25,2020-11-08
2699,DN14,2020-08-23,2020-11-11
2700,YV18,2020-09-29,2020-10-17
2701,GP21,2020-08-20,2020-10-30
2702,UB23,2020-08-31,2020-10-30
2703,GN50,2020-09-06,2020-10-18
2704,SR98,2020-08-15,2020-11-07
2705,GN46,2020-09-06,2020-10-26
2706,JC49,2020-10-10,2020-10-31
2707,SY57,2020-08-21,2020-11-04
2708,NU80,2020-09-04,2020-11-08
2709,CM72,2020-09-13,2020-10-25
2710,AC78,2020-09-12,2020-11-05
2711,GA54,2020-09-27,2020-11-10
2712,OG69,2020-08-25,2020-10-30
2713,AJ02,2020-09-12,2020-10-17
2714,ZW62,2020-09-14,2020-10-30
2715,XL42,2020-08-14,2020-11-05
2716,KI88,2020-09-19,2020-10-19
2717,HO21,2020-09-06,2020-10-25
2718,UE68,2020-09-02,2020-11-06
2719,YB16,2020-08-14,2020-10-29
2720,ZG45,2020-09-14,2020-10-21
2721,JA66,2020-09-22,2020-10-14
2722,VZ66,2020-09-12,2020-11-07
2723,TE67,2020-08-29,2020-11-05
2724,DS89,2020-09-28,2020-10-19
2725,OT42,2020-08-14,2020-11-09
2726,SR49,2020-09-08,2020-10-15
2727,ZN40,2020-10-01,2020-11-07
2728,RQ66,2020-09-16,2020-10-26
2729,FL45,2020-09-23,2020-11-06
2730,HY96,2020-08-31,2020-10-22
2731,FV48,2020-10-06,2020-11-11
2732,VD86,2020-09-10,2020-10-27
2733,CW45,2020-08-25,2020-10-26
2734,SI67,2020-08-16,2020-11-09
2735,FU38,2020-09-26,2020-11-11
2736,TE47,2020-09-16,2020-11-04
2737,TT21,2020-08-14,2020-10-26
2738,CN51,2020-10-01,2020-11-03
2739,QO29,2020-09-23,2020-11-07
2740,PN24,2020-09-11,2020-10-13
2741,JC13,2020-10-08,2020-11-07
2742,EQ42,2020-08-28,2020-10-30
2743,QV04,2020-09-06,2020-11-06
2744,SK92,2020-08-27,2020-10-24
2745,VT57,2020-09-04,2020-10-19
2746,XT23,2020-09-11,2020-10-22
2747,HC49,2020-09-15,2020-11-03
2748,GN35,2020-09-14,2020-10-30
2749,TH96,2020-08-21,2020-11-08
2750,DZ82,2020-09-22,2020-10-21
2751,CC33,2020-09-02,2020-10-19
2752,JE56,2020-10-10,2020-11-04
2753,ZX37,2020-10-07,2020-10-18
2754,EB05,2020-09-04,2020-10-19
2755,GM61,2020-10-05,2020-11-02
2756,TA20,2020-09-03,2020-10-28
2757,LC35,2020-09-17,2020-11-02
2758,AI16,2020-08-25,2020-11-04
2759,EO47,2020-10-06,2020-10-21
2760,XY28,2020-10-04,2020-10-26
2761,WB93,2020-09-27,2020-10-15
2762,KW68,2020-09-05,2020-11-12
2763,VS17,2020-09-21,2020-10-28
2764,VD39,2020-09-05,2020-10-23
2765,KR21,2020-08-19,2020-11-07
2766,MK44,2020-09-19,2020-11-06
2767,CC54,2020-08-20,2020-10-19
2768,FK43,2020-08-30,2020-10-21
2769,MM65,2020-09-12,2020-11-03
2770,AP79,2020-09-29,2020-10-18
2771,TJ63,2020-10-10,2020-10-13
2772,IE64,2020-10-04,2020-10-31
2773,YI65,2020-09-16,2020-11-02
2774,GA13,2020-10-06,2020-11-11
2775,OS25,2020-08-16,2020-11-02
2776,XE88,2020-08-15,2020-10-19
2777,KW21,2020-09-06,2020-10-27
2778,PM33,2020-10-08,2020-10-22
2779,FR49,2020-08-17,2020-10-26
2780,YY61,2020-08-16,2020-11-11
2781,MO50,2020-09-28,2020-10-21
2782,OG35,2020-09-08,2020-10-20
2783,TK95,2020-08-15,2020-10-14
2784,OP65,2020-09-28,2020-10-20
2785,GC63,2020-10-07,2020-10-31
2786,PK74,2020-10-05,2020-10-24
2787,OL58,2020-08-27,2020-10-31
2788,MH51,2020-08-22,2020-10-18
2789,XA19,2020-10-10,2020-11-04
2790,VT67,2020-08-21,2020-10-22
2791,WV84,2020-09-29,2020-11-02
2792,SI29,2020-09-24,2020-11-12
2793,DY00,2020-10-08,2020-10-23
2794,PN05,2020-08-23,2020-11-08
2795,CW22,2020-09-07,2020-11-05
2796,HG57,2020-08-23,2020-10-23
2797,QG44,2020-08-30,2020-10-13
2798,MH50,2020-10-06,2020-10-20
2799,HH76,2020-10-01,2020-10-29
2800,CR41,2020-10-12,2020-11-08
2801,SB82,2020-09-30,2020-10-14
2802,ST47,2020-10-09,2020-11-09
2803,KL73,2020-09-12,2020-10-18
2804,XI84,2020-09-07,2020-10-26
2805,VI56,2020-08-26,2020-10-29
2806,OB82,2020-09-20,2020-11-09
2807,MK46,2020-09-04,2020-10-30
2808,AT45,2020-08-14,2020-11-10
2809,NY72,2020-09-24,2020-10-23
2810,TW67,2020-09-18,2020-10-23
2811,KM74,2020-09-25,2020-11-05
2812,PO63,2020-09-19,2020-11-08
2813,EZ66,2020-09-11,2020-10-29
2814,TF60,2020-08-22,2020-11-10
2815,GG19,2020-10-05,2020-10-23
2816,ZV39,2020-09-10,2020-10-21
2817,MZ19,2020-08-21,2020-10-20
2818,AN15,2020-10-08,2020-10-23
2819,HG75,2020-09-16,2020-10-24
2820,EU04,2020-10-02,2020-10-13
2821,ZT25,2020-09-11,2020-11-02
2822,KE45,2020-09-11,2020-10-30
2823,FK96,2020-09-05,2020-10-30
2824,OF68,2020-10-07,2020-10-17
2825,GV57,2020-08-24,2020-10-31
2826,WL21,2020-09-02,2020-10-30
2827,QL63,2020-09-11,2020-11-05
2828,NZ65,2020-08-31,2020-11-08
2829,AC61,2020-08-20,2020-10-27
2830,EK05,2020-08-25,2020-11-02
2831,US00,2020-09-23,2020-10-18
2832,AX79,2020-09-11,2020-11-10
2833,PO95,2020-10-05,2020-10-21
2834,FI05,2020-09-02,2020-11-02
2835,FG05,2020-09-08,2020-10-26
2836,OV85,2020-09-17,2020-11-04
2837,MD02,2020-10-01,2020-10-14
2838,TL53,2020-10-06,2020-10-23
2839,LQ71,2020-08-23,2020-11-10
2840,XQ10,2020-09-24,2020-10-16
2841,IN95,2020-08-22,2020-10-23
2842,LQ22,2020-09-22,2020-10-23
2843,IV42,2020-08-25,2020-10-30
2844,JZ30,2020-08-15,2020-10-23
2845,UN97,2020-08-23,2020-10-29
2846,LU94,2020-09-24,2020-10-21
2847,RX97,2020-09-07,2020-10-17
2848,TZ18,2020-08-28,2020-11-08
2849,NF55,2020-09-09,2020-11-09
2850,NR77,2020-09-10,2020-10-19
2851,UI74,2020-09-09,2020-10-22
2852,TQ29,2020-08-21,2020-10-16
2853,QG61,2020-09-19,2020-11-04
2854,NS02,2020-08-26,2020-10-22
2855,LA35,2020-09-27,2020-10-16
2856,BV53,2020-09-17,2020-11-09
2857,AB22,2020-09-13,2020-10-26
2858,WW08,2020-09-16,2020-11-12
2859,OM51,2020-08-18,2020-10-13
2860,BS30,2020-08-24,2020-11-05
2861,SJ37,2020-09-30,2020-11-01
2862,KS70,2020-09-10,2020-10-29
2863,FY28,2020-09-20,2020-10-28
2864,QE14,2020-10-04,2020-11-06
2865,XJ29,2020-10-04,2020-10-20
2866,SM51,2020-08-31,2020-10-27
2867,SA98,2020-08-24,2020-10-14
2868,VU25,2020-10-06,2020-10-22
2869,MF49,2020-08-22,2020-10-13
2870,XB45,2020-08-31,2020-11-10
2871,KQ64,2020-08-18,2020-10-27
2872,PB82,2020-09-23,2020-10-16
2873,TS13,2020-09-01,2020-11-10
2874,EW17,2020-10-12,2020-10-29
2875,HM38,2020-08-19,2020-10-13
2876,OU05,2020-10-09,2020-10-29
2877,JX30,2020-10-06,2020-10-14
2878,AO71,2020-08-19,2020-10-27
2879,NP58,2020-08-21,2020-11-10
2880,RE57,2020-09-22,2020-11-11
2881,CJ31,2020-09-24,2020-10-23
2882,VR97,2020-09-26,2020-10-30
2883,MQ35,2020-08-23,2020-11-03
2884,BG25,2020-08-26,2020-10-21
2885,XY25,2020-09-23,2020-10-17
2886,OO17,2020-09-03,2020-10-28
2887,GN87,2020-09-18,2020-10-30
2888,ZP04,2020-10-11,2020-10-27
2889,VP09,2020-08-28,2020-10-27
2890,XY55,2020-10-08,2020-11-05
2891,NV86,2020-09-04,2020-10-31
2892,OU19,2020-09-17,2020-10-20
2893,ZO59,2020-09-25,2020-10-14
2894,BI49,2020-10-11,2020-10-30
2895,FQ70,2020-09-12,2020-11-11
2896,HT10,2020-08-25,2020-10-25
2897,XG80,2020-09-24,2020-10-23
2898,PL70,2020-10-07,2020-11-07
2899,ER94,2020-09-10,2020-10-25
2900,TK89,2020-09-05,2020-10-25
2901,RJ95,2020-08-30,2020-10-19
2902,RQ86,2020-10-06,2020-10-25
2903,XX22,2020-10-07,2020-10-24
2904,BP94,2020-09-06,2020-10-20
2905,CV17,2020-09-13,2020-10-31
2906,YA60,2020-09-14,2020-11-11
2907,CK88,2020-09-27,2020-10-21
2908,QY64,2020-10-11,2020-10-27
2909,CI57,2020-09-15,2020-11-06
2910,GE78,2020-09-08,2020-11-01
2911,PU98,2020-10-10,2020-11-03
2912,KM37,2020-08-29,2020-11-06
2913,UD03,2020-09-07,2020-10-27
2914,RH81,2020-10-05,2020-10-21
2915,VA46,2020-08-17,2020-11-09
2916,KG41,2020-09-12,2020-10-26
2917,ZW31,2020-09-03,2020-10-31
2918,YV51,2020-08-31,2020-10-28
2919,NO98,2020-08-17,2020-11-12
2920,RO70,2020-08-18,2020-11-10
2921,AJ85,2020-09-05,2020-10-14
2922,EU49,2020-09-05,2020-10-29
2923,YS73,2020-10-13,2020-10-17
2924,JP62,2020-10-04,2020-11-11
2925,TE57,2020-09-20,2020-10-29
2926,LW57,2020-08-15,2020-11-05
2927,XI41,2020-09-02,2020-11-09
2928,DD43,2020-09-21,2020-10-21
2929,FG86,2020-09-12,2020-11-12
2930,NZ14,2020-10-01,2020-11-05
2931,OB49,2020-10-07,2020-10-24
2932,KN37,2020-08-31,2020-11-09
2933,VH26,2020-09-09,2020-11-04
2934,NU39,2020-10-09,2020-10-14
2935,DL10,2020-09-09,2020-10-23
2936,TM60,2020-09-24,2020-11-07
2937,UE27,2020-08-27,2020-11-09
2938,JB77,2020-09-21,2020-11-05
2939,TK20,2020-09-30,2020-10-31
2940,RJ09,2020-09-19,2020-11-03
2941,MC47,2020-09-29,2020-10-14
2942,BL70,2020-10-09,2020-11-10
